case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
EZYV01868,Asia,Bachelor's,Y,Y,44545,2012,West,53649.9368,Year,Y,Denied
EZYV01869,Asia,Bachelor's,N,N,9213,1984,Northeast,230308.1789,Year,Y,Certified
EZYV01870,South America,Master's,N,N,59531,1962,West,141798.1211,Year,Y,Certified
EZYV01871,Asia,Bachelor's,Y,N,5815,2019,Midwest,97463.0237,Hour,N,Denied
EZYV01872,Asia,Bachelor's,Y,N,16557,2006,West,145493.9673,Year,Y,Certified
EZYV01873,Oceania,Master's,Y,N,20819,2008,South,196045.2508,Hour,Y,Certified
EZYV01874,Oceania,Master's,Y,N,19416,1968,Midwest,60182.3539,Year,N,Certified
EZYV01875,Africa,Master's,Y,N,21122,2005,West,25649.5747,Year,Y,Certified
EZYV01876,North America,Master's,Y,N,19393,2001,Northeast,183333.4019,Year,Y,Certified
EZYV01877,Asia,Bachelor's,N,N,26169,2014,West,238126.7478,Year,N,Certified
EZYV01878,Asia,Master's,N,N,45799,1982,Northeast,159317.1274,Year,Y,Certified
EZYV01879,Asia,Bachelor's,N,N,49650,2015,South,35817.3468,Month,Y,Denied
EZYV01880,Europe,Bachelor's,N,N,20890,2002,West,160917.6653,Year,Y,Denied
EZYV01881,Asia,Bachelor's,Y,Y,15516,1975,Northeast,29334.6976,Year,Y,Certified
EZYV01882,Europe,Master's,Y,N,40609,1972,Northeast,76020.4833,Hour,Y,Denied
EZYV01883,Asia,Master's,Y,N,3588,2014,West,8093.1058,Year,Y,Certified
EZYV01884,North America,Bachelor's,N,N,26761,1998,South,121977.9057,Year,Y,Denied
EZYV01885,Asia,Master's,Y,N,13212,1967,South,80474.2755,Year,Y,Certified
EZYV01886,Asia,Master's,Y,N,36474,1967,Northeast,24560.9681,Year,Y,Certified
EZYV01887,Asia,Bachelor's,Y,N,4711,2009,West,77395.0201,Year,Y,Denied
EZYV01888,Asia,Master's,Y,N,49743,1970,Midwest,161963.0158,Year,Y,Certified
EZYV01889,South America,Bachelor's,N,N,16210,1973,Northeast,72412.5726,Year,Y,Certified
EZYV01890,Asia,Doctorate,N,Y,30850,1996,West,35939.4149,Year,Y,Certified
EZYV01891,Asia,Bachelor's,Y,N,34340,2011,Northeast,136290.4068,Year,N,Certified
EZYV01892,North America,Bachelor's,N,N,28518,1980,South,188356.1722,Year,Y,Certified
EZYV01893,Europe,Bachelor's,Y,N,26887,1999,South,207569.3108,Year,N,Certified
EZYV01894,Asia,Bachelor's,Y,N,16029,2002,Northeast,118129.8589,Year,Y,Certified
EZYV01895,Asia,Master's,Y,N,46355,1996,Northeast,177825.8907,Year,Y,Certified
EZYV01896,Asia,Bachelor's,N,N,30961,2001,West,208365.2716,Year,N,Certified
EZYV01897,Europe,Bachelor's,N,N,12958,1973,West,168287.7298,Year,Y,Certified
EZYV01898,Asia,Master's,Y,N,15755,1997,Island,131912.397,Year,N,Certified
EZYV01899,Asia,Doctorate,N,Y,26325,1960,Midwest,15172.8539,Year,Y,Certified
EZYV01900,Asia,Master's,Y,Y,50616,2003,South,72650.5868,Year,Y,Certified
EZYV01901,Europe,Bachelor's,Y,N,57682,2007,Northeast,80089.8263,Year,Y,Certified
EZYV01902,Asia,Bachelor's,N,N,23341,2007,Northeast,98873.8105,Year,Y,Certified
EZYV01903,South America,Bachelor's,N,N,23717,1961,South,237732.9973,Year,Y,Certified
EZYV01904,Asia,Master's,N,N,7759,2014,Midwest,52377.0605,Year,Y,Certified
EZYV01905,Europe,Master's,N,N,32747,1986,Northeast,135480.4168,Year,Y,Certified
EZYV01906,Asia,Master's,Y,Y,14409,1964,Northeast,247806.2831,Year,Y,Certified
EZYV01907,Asia,Master's,N,N,49175,1992,South,154774.8813,Year,Y,Denied
EZYV01908,Asia,Bachelor's,N,Y,32081,1994,Midwest,52385.8988,Year,Y,Denied
EZYV01909,North America,Master's,Y,N,13323,1984,South,240055.6948,Year,Y,Certified
EZYV01910,South America,Bachelor's,Y,N,54978,2004,West,84205.9087,Year,N,Certified
EZYV01911,Asia,Bachelor's,N,N,48928,1992,South,12158.1033,Year,Y,Certified
EZYV01912,Asia,Bachelor's,Y,N,18044,1973,South,107954.1695,Year,Y,Certified
EZYV01913,Africa,Bachelor's,Y,N,7220,1997,South,60315.7929,Year,Y,Certified
EZYV01914,Asia,Doctorate,N,N,15874,1975,West,204752.1705,Hour,Y,Certified
EZYV01915,Asia,Bachelor's,N,N,22610,1967,West,55144.9674,Year,Y,Denied
EZYV01916,Asia,Master's,N,N,24402,1976,South,204999.5348,Year,Y,Certified
EZYV01917,Europe,Master's,N,N,49341,2014,Northeast,9235.5199,Hour,Y,Certified
EZYV01918,North America,Master's,Y,N,58065,1994,Northeast,232303.498,Year,Y,Certified
EZYV01919,Europe,Doctorate,N,N,44840,1979,Northeast,10739.943,Year,Y,Denied
EZYV01920,Africa,Bachelor's,Y,Y,50715,1981,Northeast,234647.253,Year,Y,Denied
EZYV01921,Asia,Bachelor's,N,N,7520,2011,Northeast,18608.0807,Hour,Y,Denied
EZYV01922,Asia,Bachelor's,Y,N,8992,1999,West,218171.3839,Year,Y,Certified
EZYV01923,Asia,Bachelor's,N,N,54489,2006,Midwest,207866.743,Year,Y,Certified
EZYV01924,Asia,Master's,Y,N,36830,1996,West,148687.0746,Year,N,Certified
EZYV01925,Asia,Bachelor's,N,N,14154,2019,West,9189.3238,Year,Y,Certified
EZYV01926,Asia,Bachelor's,Y,N,47514,1999,Island,155361.4731,Year,Y,Denied
EZYV01927,Asia,Bachelor's,Y,N,10510,1984,Midwest,154538.0359,Year,Y,Denied
EZYV01928,North America,Bachelor's,Y,N,46084,1975,Northeast,139387.9292,Year,Y,Certified
EZYV01929,Asia,Master's,Y,N,52988,1962,Northeast,157955.0877,Year,Y,Certified
EZYV01930,Asia,Bachelor's,N,N,29338,2006,Northeast,242033.2293,Year,Y,Denied
EZYV01931,Europe,Master's,Y,N,39387,2015,Midwest,248877.7105,Year,Y,Certified
EZYV01932,Europe,Master's,Y,N,43913,1999,Northeast,130219.8525,Year,Y,Certified
EZYV01933,North America,Master's,Y,N,52822,1989,South,23131.7959,Year,Y,Certified
EZYV01934,North America,Bachelor's,Y,N,35021,1967,South,33665.4671,Year,Y,Certified
EZYV01935,North America,Master's,N,N,17620,1998,West,180143.6497,Year,N,Certified
EZYV01936,Asia,Bachelor's,Y,N,12098,1972,West,245494.5041,Year,Y,Certified
EZYV01937,Asia,Bachelor's,Y,N,21342,1997,West,109126.5949,Year,Y,Denied
EZYV01938,Europe,Master's,Y,N,3377,1978,West,24690.0787,Year,Y,Certified
EZYV01939,Asia,Master's,Y,N,41924,2011,Midwest,88390.5292,Year,Y,Certified
EZYV01940,Asia,Bachelor's,N,N,22179,2016,Northeast,96375.5672,Year,Y,Denied
EZYV01941,Asia,Master's,Y,N,42698,1974,Midwest,249149.5144,Year,Y,Certified
EZYV01942,Asia,High School,Y,N,3730,1979,West,171708.5217,Year,Y,Certified
EZYV01943,Asia,Master's,N,N,19322,2015,Northeast,29642.9483,Year,Y,Certified
EZYV01944,Asia,Doctorate,Y,N,23709,1961,Midwest,84401.7639,Year,Y,Certified
EZYV01945,South America,Master's,N,N,5266,1990,Midwest,12329.9664,Year,Y,Certified
EZYV01946,Africa,Master's,Y,N,49735,1968,Midwest,163334.5149,Year,Y,Certified
EZYV01947,Asia,Master's,N,N,35859,1985,Midwest,168250.2694,Year,Y,Denied
EZYV01948,Africa,Master's,Y,N,50659,1961,South,14562.6869,Year,Y,Certified
EZYV01949,Asia,Master's,Y,N,48114,1968,Northeast,84012.8813,Year,Y,Certified
EZYV01950,Africa,Master's,N,N,2058,1984,Northeast,225729.0241,Year,Y,Denied
EZYV01951,Africa,Bachelor's,N,N,51922,1963,Midwest,206738.6443,Year,Y,Certified
EZYV01952,Asia,Master's,N,N,4186,2007,Midwest,143638.2999,Year,Y,Certified
EZYV01953,North America,Bachelor's,N,N,52271,1994,Island,121258.9154,Year,Y,Certified
EZYV01954,Oceania,Doctorate,Y,N,40196,1987,Midwest,248214.4076,Year,Y,Certified
EZYV01955,Africa,Bachelor's,N,N,49168,1988,West,180604.4508,Year,Y,Certified
EZYV01956,Oceania,Bachelor's,N,N,30007,2010,Northeast,238168.2758,Year,N,Denied
EZYV01957,Europe,Master's,Y,N,9621,2010,Northeast,18081.9865,Year,Y,Certified
EZYV01958,Asia,Bachelor's,Y,N,8974,1962,South,53195.3589,Year,Y,Certified
EZYV01959,South America,Bachelor's,Y,N,7136,2001,West,7971.5367,Year,Y,Certified
EZYV01960,Europe,Master's,N,N,48334,1988,Northeast,217005.8201,Hour,Y,Denied
EZYV01961,Europe,Bachelor's,Y,N,32021,2006,Midwest,173619.014,Year,Y,Denied
EZYV01962,Asia,Bachelor's,Y,N,13001,2007,West,44577.3829,Year,Y,Certified
EZYV01963,Europe,Bachelor's,N,N,7504,2002,South,243552.8137,Year,N,Certified
EZYV01964,Asia,Bachelor's,N,N,4702,2000,Midwest,238958.1462,Year,Y,Certified
EZYV01965,North America,Bachelor's,Y,N,15496,1972,West,56304.5317,Year,Y,Certified
EZYV01966,Asia,High School,N,N,44974,2011,West,161823.0363,Year,Y,Denied
EZYV01967,North America,Bachelor's,Y,N,53546,2002,South,167092.1086,Year,Y,Certified
EZYV01968,South America,Bachelor's,N,N,36493,1976,South,1203.3854,Year,Y,Denied
EZYV01969,Asia,High School,Y,N,59742,1973,Northeast,172257.1921,Year,Y,Denied
EZYV01970,Asia,Master's,Y,N,23675,1990,South,55490.7807,Year,N,Denied
EZYV01971,Asia,Master's,N,N,19960,1980,West,225349.4239,Year,Y,Certified
EZYV01972,Africa,High School,Y,N,41568,2000,Midwest,209659.0817,Year,Y,Certified
EZYV01973,North America,Bachelor's,Y,N,8093,1984,Midwest,226342.3375,Year,Y,Certified
EZYV01974,Asia,Master's,Y,N,54684,1970,Northeast,189436.9798,Year,Y,Certified
EZYV01975,Asia,Master's,N,N,46811,1983,Island,41393.3785,Hour,Y,Denied
EZYV01976,Asia,Bachelor's,N,N,2065,2008,Northeast,90266.4674,Year,Y,Denied
EZYV01977,Asia,Bachelor's,N,N,11246,2009,Northeast,177291.0821,Year,N,Certified
EZYV01978,Africa,Bachelor's,N,N,37666,1978,West,80966.5958,Year,Y,Certified
EZYV01979,North America,Master's,N,N,44316,2007,Midwest,177566.2268,Year,N,Certified
EZYV01980,Asia,Doctorate,Y,N,13101,1965,Midwest,84172.4495,Year,N,Certified
EZYV01981,South America,Doctorate,Y,N,44820,2019,Midwest,44596.8177,Hour,Y,Certified
EZYV01982,Asia,Bachelor's,N,N,28456,2005,Northeast,129637.3218,Year,Y,Certified
EZYV01983,South America,Bachelor's,N,N,40518,1962,Northeast,171619.6943,Year,Y,Certified
EZYV01984,Asia,Bachelor's,N,N,25447,2002,Northeast,129395.4827,Year,Y,Denied
EZYV01985,Europe,Bachelor's,N,N,27263,1989,West,160538.4511,Hour,Y,Denied
EZYV01986,Africa,Bachelor's,Y,N,23407,2013,South,109625.1443,Year,N,Denied
EZYV01987,Asia,Master's,N,Y,9429,1974,Northeast,194627.166,Year,Y,Certified
EZYV01988,Europe,Bachelor's,N,N,11433,2013,South,162561.6124,Year,N,Certified
EZYV01989,Oceania,Doctorate,N,N,10073,2012,West,143736.7372,Year,Y,Certified
EZYV01990,Asia,Bachelor's,N,N,48161,1976,West,108955.8545,Year,Y,Denied
EZYV01991,Asia,High School,Y,N,25404,1985,South,134024.7435,Year,Y,Certified
EZYV01992,Europe,Master's,N,N,22780,1998,South,12942.2285,Year,Y,Certified
EZYV01993,Asia,Master's,Y,N,51341,1974,West,166746.5752,Year,Y,Certified
EZYV01994,Asia,Bachelor's,N,N,53233,2019,West,51262.05,Year,Y,Denied
EZYV01995,Asia,Master's,Y,N,14050,1971,Northeast,215065.2103,Year,Y,Certified
EZYV01996,North America,Bachelor's,Y,N,21289,1974,Northeast,203123.4733,Year,Y,Certified
EZYV01997,Asia,Bachelor's,Y,N,24713,1990,Midwest,132083.0756,Year,Y,Denied
EZYV01998,Asia,Bachelor's,Y,N,50385,1988,West,211813.3409,Year,Y,Certified
EZYV01999,South America,Bachelor's,Y,N,40302,1963,Northeast,167766.6503,Year,Y,Certified
EZYV02000,Asia,Master's,N,N,32674,2014,West,35486.7592,Year,Y,Certified
EZYV02001,South America,Bachelor's,Y,N,14119,1974,West,185245.0341,Year,Y,Denied
EZYV02002,Asia,Master's,N,Y,23146,1966,Northeast,248952.4551,Year,N,Certified
EZYV02003,Africa,Master's,Y,N,1745,1991,Northeast,10436.1317,Year,Y,Certified
EZYV02004,Europe,Bachelor's,Y,N,42246,2015,Midwest,61380.8748,Year,Y,Certified
EZYV02005,Asia,High School,N,N,55132,1960,South,149515.6389,Year,Y,Denied
EZYV02006,South America,Bachelor's,N,Y,47202,1989,Northeast,103915.5744,Hour,Y,Certified
EZYV02007,Asia,Master's,Y,N,18568,2014,West,159461.5404,Year,N,Certified
EZYV02008,Asia,Master's,N,N,28969,2013,South,146683.8024,Year,Y,Certified
EZYV02009,Asia,Master's,N,N,57456,1970,West,197039.7691,Year,Y,Denied
EZYV02010,Europe,Bachelor's,N,N,25533,1997,South,17911.5495,Hour,Y,Denied
EZYV02011,Asia,Bachelor's,N,N,50349,2010,Northeast,110265.8943,Year,Y,Certified
EZYV02012,Asia,Master's,N,N,34651,2000,Northeast,215041.4367,Year,Y,Certified
EZYV02013,Asia,Bachelor's,N,N,29943,1999,Midwest,90817.924,Year,Y,Denied
EZYV02014,Asia,Master's,Y,N,35116,2006,West,126046.4436,Year,N,Certified
EZYV02015,Asia,Bachelor's,Y,N,13428,1987,Midwest,5590.3408,Year,Y,Certified
EZYV02016,Asia,Bachelor's,Y,N,25537,1964,Northeast,56198.639,Year,Y,Certified
EZYV02017,Asia,Master's,N,N,18271,1998,West,116021.0494,Year,Y,Certified
EZYV02018,Asia,Bachelor's,N,N,45463,1997,South,99862.2379,Year,Y,Denied
EZYV02019,Europe,Master's,Y,N,36748,2011,West,178720.7883,Year,Y,Certified
EZYV02020,Asia,Bachelor's,N,N,23992,2015,South,153047.6194,Year,Y,Denied
EZYV02021,Europe,Doctorate,Y,N,49352,1980,West,220094.574,Year,Y,Certified
EZYV02022,Asia,Master's,Y,N,27188,2017,Northeast,213721.7213,Year,Y,Certified
EZYV02023,Asia,Master's,N,N,57198,1960,Northeast,60456.7162,Year,Y,Certified
EZYV02024,Asia,Master's,Y,N,36325,2018,West,4606.1545,Year,Y,Certified
EZYV02025,Asia,Master's,Y,N,53144,1968,Northeast,213646.7983,Year,Y,Certified
EZYV02026,Asia,Master's,Y,N,59211,1998,Northeast,82414.3919,Year,Y,Certified
EZYV02027,North America,Bachelor's,Y,Y,19629,2000,Midwest,86908.0054,Year,Y,Certified
EZYV02028,Asia,Bachelor's,N,N,15652,1997,Northeast,39767.0206,Year,Y,Certified
EZYV02029,Asia,Master's,N,N,50140,2019,West,173313.2151,Year,Y,Certified
EZYV02030,Europe,High School,N,N,13928,1993,Midwest,70171.2078,Year,Y,Denied
EZYV02031,Asia,High School,N,N,45129,1967,West,44350.4266,Hour,Y,Denied
EZYV02032,Asia,Master's,Y,N,10625,1996,Northeast,125947.0071,Year,Y,Certified
EZYV02033,Asia,High School,Y,N,52192,1977,West,187653.8933,Year,Y,Denied
EZYV02034,Asia,Master's,Y,N,41371,1996,South,67545.7297,Year,Y,Certified
EZYV02035,Asia,Master's,Y,N,31269,1982,South,180565.3424,Year,Y,Certified
EZYV02036,North America,Bachelor's,N,N,26953,1962,West,115601.3824,Year,Y,Denied
EZYV02037,Africa,Doctorate,Y,N,38241,1998,Midwest,101062.4263,Hour,Y,Certified
EZYV02038,Asia,Bachelor's,Y,N,23325,1965,Northeast,90008.3129,Year,Y,Certified
EZYV02039,Europe,Doctorate,Y,N,23876,1979,Northeast,36566.1251,Year,Y,Certified
EZYV02040,North America,Master's,N,N,12257,1997,West,83291.915,Year,N,Certified
EZYV02041,Asia,Bachelor's,Y,N,9483,2012,South,219837.0324,Year,Y,Certified
EZYV02042,North America,Bachelor's,Y,N,53469,1978,West,25721.2977,Year,Y,Certified
EZYV02043,Europe,Bachelor's,N,N,44955,1977,Northeast,239583.3438,Year,Y,Certified
EZYV02044,Africa,Bachelor's,Y,N,26598,1978,Northeast,27052.6326,Year,N,Certified
EZYV02045,Oceania,Bachelor's,N,N,49905,1994,West,90635.5042,Year,Y,Certified
EZYV02046,Asia,Doctorate,Y,N,36467,1971,Island,151655.2822,Hour,Y,Certified
EZYV02047,Asia,Bachelor's,N,N,35950,1991,Northeast,209492.7826,Year,Y,Denied
EZYV02048,Asia,Master's,N,N,6765,2008,Midwest,36066.988,Year,Y,Certified
EZYV02049,Asia,Bachelor's,Y,N,32303,1964,South,35447.3356,Year,Y,Certified
EZYV02050,Asia,Doctorate,N,N,6491,2017,Northeast,157168.8555,Year,Y,Certified
EZYV02051,Oceania,Bachelor's,Y,N,41040,1991,South,73328.1088,Year,Y,Certified
EZYV02052,Asia,Bachelor's,N,N,4055,1997,Northeast,161196.6238,Week,Y,Denied
EZYV02053,Asia,Master's,N,N,30861,1997,West,205181.6841,Year,Y,Certified
EZYV02054,South America,Bachelor's,N,N,22050,2016,South,19402.2536,Year,Y,Certified
EZYV02055,Asia,Master's,N,N,7862,1999,South,211154.6319,Year,Y,Denied
EZYV02056,Asia,Bachelor's,N,N,28381,2013,Northeast,9588.822,Year,Y,Certified
EZYV02057,Oceania,Master's,Y,N,12052,1977,Midwest,224726.7811,Year,Y,Certified
EZYV02058,Asia,Master's,Y,N,14686,1973,Midwest,243909.4118,Year,Y,Certified
EZYV02059,Asia,Master's,N,N,53395,1998,South,166930.3096,Year,N,Denied
EZYV02060,Asia,High School,N,Y,20990,1969,South,246066.9752,Year,Y,Denied
EZYV02061,Africa,Bachelor's,N,N,24245,1966,Island,205533.5622,Year,Y,Denied
EZYV02062,Asia,Bachelor's,Y,N,390,1972,Northeast,11282.5019,Year,Y,Certified
EZYV02063,Asia,Bachelor's,Y,N,18041,1976,West,1151.9739,Year,Y,Certified
EZYV02064,Asia,Bachelor's,N,N,21075,1965,West,5395.4627,Year,Y,Certified
EZYV02065,Asia,Doctorate,N,N,43153,2003,Midwest,113086.3586,Year,Y,Certified
EZYV02066,Africa,Master's,Y,N,7163,1994,South,155920.9763,Year,Y,Certified
EZYV02067,Asia,Master's,Y,N,55793,1972,South,120471.6613,Year,Y,Certified
EZYV02068,Oceania,Bachelor's,Y,N,7716,1976,South,169347.1554,Year,Y,Certified
EZYV02069,Asia,Bachelor's,Y,N,39173,2015,Northeast,112510.738,Year,Y,Certified
EZYV02070,Asia,Master's,N,N,285,2014,Northeast,10832.438,Year,Y,Certified
EZYV02071,South America,Bachelor's,Y,N,49178,1967,Island,56696.4429,Year,Y,Certified
EZYV02072,Asia,Bachelor's,Y,Y,41787,1996,Northeast,248157.5343,Hour,Y,Certified
EZYV02073,Asia,Bachelor's,Y,N,50255,1979,Northeast,86596.7867,Year,Y,Certified
EZYV02074,South America,Master's,Y,N,55878,1981,Northeast,81326.4813,Year,Y,Certified
EZYV02075,Asia,Doctorate,N,N,50042,1995,South,38367.4538,Year,Y,Certified
EZYV02076,Asia,Bachelor's,Y,N,37298,2019,South,246788.5018,Week,Y,Denied
EZYV02077,Oceania,Bachelor's,Y,Y,50310,1994,Northeast,57768.7385,Year,Y,Certified
EZYV02078,Asia,Bachelor's,Y,N,5785,2017,West,161777.2765,Hour,Y,Certified
EZYV02079,Asia,Bachelor's,N,N,38718,2009,Midwest,10703.455,Year,Y,Denied
EZYV02080,Asia,Master's,N,N,59379,2006,Northeast,16804.788,Year,Y,Denied
EZYV02081,Asia,Bachelor's,Y,N,22641,2007,West,179244.574,Year,Y,Certified
EZYV02082,Asia,Master's,N,N,58535,2007,South,158865.0071,Year,Y,Denied
EZYV02083,Europe,Bachelor's,Y,N,30407,1975,South,170104.5664,Year,Y,Certified
EZYV02084,Asia,High School,Y,N,28102,2018,Midwest,57896.4077,Year,Y,Denied
EZYV02085,Europe,Doctorate,Y,N,18017,2015,Midwest,246225.2678,Year,N,Certified
EZYV02086,Asia,Bachelor's,N,N,6485,1996,South,139682.1155,Year,Y,Denied
EZYV02087,Asia,Master's,N,N,52583,2002,South,242393.1334,Hour,Y,Certified
EZYV02088,Asia,Bachelor's,Y,N,43248,2012,South,41209.8041,Year,Y,Certified
EZYV02089,North America,Doctorate,Y,N,24021,1969,South,101393.8576,Year,Y,Certified
EZYV02090,Asia,Bachelor's,Y,N,57688,1963,West,84054.2426,Year,Y,Certified
EZYV02091,Asia,Bachelor's,Y,N,11042,2019,Northeast,188817.7167,Year,Y,Certified
EZYV02092,South America,Master's,Y,N,46725,1993,Midwest,186943.3447,Year,Y,Certified
EZYV02093,Europe,Bachelor's,Y,N,27140,2003,West,121738.6396,Year,Y,Denied
EZYV02094,Asia,Bachelor's,N,N,37457,1990,Northeast,4233.7715,Year,Y,Denied
EZYV02095,Africa,Doctorate,Y,Y,2248,1991,Midwest,43966.3862,Year,Y,Certified
EZYV02096,Asia,Master's,N,N,36655,1962,West,12756.3636,Year,Y,Certified
EZYV02097,Asia,Master's,Y,Y,40754,1977,South,211784.2394,Year,Y,Certified
EZYV02098,Asia,Master's,Y,N,58675,1965,South,72584.9375,Year,Y,Certified
EZYV02099,Asia,Master's,Y,N,20776,1985,Midwest,29657.0747,Year,Y,Certified
EZYV02100,Asia,Master's,N,N,4401,1961,Midwest,88672.2568,Year,Y,Certified
EZYV02101,North America,Master's,Y,N,3714,2008,South,19506.8712,Year,Y,Certified
EZYV02102,Asia,Bachelor's,Y,Y,8986,1977,West,244718.5123,Year,Y,Certified
EZYV02103,North America,High School,N,N,17977,2004,Midwest,78888.9738,Year,Y,Denied
EZYV02104,Africa,Master's,N,N,49851,1963,Island,233280.0614,Year,Y,Certified
EZYV02105,Europe,Master's,N,N,11723,1961,Northeast,170745.627,Year,Y,Certified
EZYV02106,North America,Bachelor's,Y,N,8719,1985,South,141613.5255,Year,Y,Certified
EZYV02107,North America,Bachelor's,Y,N,1926,2007,Midwest,118979.1499,Year,Y,Denied
EZYV02108,Oceania,Bachelor's,N,N,23007,2008,Northeast,171907.5507,Year,Y,Denied
EZYV02109,Asia,Master's,N,N,36214,1992,South,171631.5783,Year,Y,Certified
EZYV02110,Asia,Master's,N,N,16900,1996,West,2828.161,Year,Y,Certified
EZYV02111,Asia,Bachelor's,Y,N,29736,2001,South,226964.3796,Year,Y,Certified
EZYV02112,Asia,Master's,Y,N,14618,2000,West,92117.2624,Year,Y,Certified
EZYV02113,Asia,Master's,N,Y,48003,2004,Northeast,88447.6258,Year,N,Certified
EZYV02114,Europe,Doctorate,N,N,1557,1961,West,101766.3179,Year,Y,Certified
EZYV02115,Asia,Bachelor's,Y,N,12053,1985,South,171383.6448,Year,Y,Certified
EZYV02116,Africa,Doctorate,N,N,33981,2010,Midwest,94129.2305,Hour,Y,Certified
EZYV02117,Asia,Master's,N,N,50547,1986,South,93582.9993,Year,Y,Certified
EZYV02118,Asia,Master's,Y,N,24083,1968,Northeast,16053.5269,Year,Y,Certified
EZYV02119,Asia,High School,Y,N,4192,1999,Midwest,104277.0878,Year,Y,Denied
EZYV02120,Asia,Master's,N,N,33102,1978,West,37539.7236,Year,Y,Certified
EZYV02121,Asia,Master's,Y,N,16234,1990,South,213926.1957,Hour,Y,Certified
EZYV02122,Asia,Bachelor's,Y,N,18280,1991,Northeast,83760.8686,Year,Y,Certified
EZYV02123,Asia,Bachelor's,N,N,55336,2001,West,240224.676,Year,N,Denied
EZYV02124,Asia,Master's,Y,Y,56488,2015,Island,171195.095,Year,Y,Certified
EZYV02125,Asia,Master's,N,N,15538,2001,South,189086.6534,Year,Y,Certified
EZYV02126,Asia,High School,Y,N,35486,2019,Midwest,236948.2451,Year,Y,Certified
EZYV02127,Asia,Bachelor's,Y,N,32457,1961,South,59885.9045,Year,Y,Certified
EZYV02128,Asia,Bachelor's,N,N,57673,2006,West,141909.2842,Year,Y,Denied
EZYV02129,Asia,Doctorate,N,Y,56773,1985,South,10373.306,Year,Y,Certified
EZYV02130,Asia,Doctorate,Y,N,21010,2003,Northeast,25369.5203,Year,Y,Certified
EZYV02131,Asia,Bachelor's,N,N,1540,1965,Midwest,91773.4126,Year,Y,Denied
EZYV02132,North America,Bachelor's,N,N,152,1991,Northeast,170688.9623,Year,N,Denied
EZYV02133,Oceania,Bachelor's,N,N,293,1961,Midwest,207957.0619,Year,Y,Certified
EZYV02134,Africa,Bachelor's,N,N,46879,1999,Northeast,64249.7698,Year,Y,Denied
EZYV02135,Asia,Master's,Y,N,44397,1972,Northeast,187319.488,Year,Y,Certified
EZYV02136,Asia,Master's,Y,N,49645,1968,Midwest,56227.9311,Year,Y,Denied
EZYV02137,Asia,High School,Y,N,8385,1964,West,1712.6904,Year,Y,Denied
EZYV02138,North America,High School,Y,N,3536,1976,Northeast,13792.3736,Year,Y,Certified
EZYV02139,North America,Bachelor's,N,N,10237,2017,West,146472.544,Year,Y,Denied
EZYV02140,South America,Master's,Y,N,37527,2019,Northeast,124387.457,Year,Y,Certified
EZYV02141,South America,Master's,Y,N,554,1964,Midwest,67752.2219,Year,Y,Certified
EZYV02142,Asia,Master's,Y,N,39666,2018,Northeast,1835.6551,Year,Y,Certified
EZYV02143,North America,Bachelor's,Y,N,53335,1995,South,142088.9852,Year,Y,Certified
EZYV02144,North America,Doctorate,Y,Y,8756,1979,Northeast,204438.1379,Year,Y,Certified
EZYV02145,Asia,Bachelor's,N,N,44335,2016,West,17322.5105,Year,Y,Certified
EZYV02146,Africa,Master's,N,N,33158,1974,Midwest,184171.3195,Year,Y,Certified
EZYV02147,Asia,Doctorate,Y,N,56650,1970,Midwest,158708.742,Year,Y,Certified
EZYV02148,Oceania,Bachelor's,Y,Y,14603,1973,South,119942.8221,Year,Y,Denied
EZYV02149,North America,Doctorate,N,Y,13625,1968,Northeast,12275.6705,Year,Y,Certified
